Securities Info - Securities,,,,,,,,,,,,,,,,,,,,,
As of 09/10/2025
Security No,ISIN ,Name (Hebrew),Name (English),Symbol (Hebrew),Symbol (English),Type of Security (Hebrew),Type of Security (English),Company Supersector (Hebrew),Company Supersector (English),Company Sector (Hebrew),Company Sector (English),Company Subsector (Hebrew),Company Subsector (English),Index Membership (Hebrew),Index Membership (English),Corporate No.,Issuer No.,Issuer Name (Hebrew),Issuer Name (English),Incorporation (Hebrew),Incorporation (English)
1160944,IL0011609448,ארפורט    אגח ט,AIRPORT    B9,ארפט.ק9,ARPT.B9,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"מדד תל - בונד 20 ,מדד תל בונד 60 ,תל בונד צמודות ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel-Bond 20 Index ,Tel Bond 60 Index ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",511659401,1300,איירפורט סיטי,AIRPORT CITY,ישראל,Israel
1195999,IL0011959991,ארפורט   אגח יא,AIRPORT B11,ארפט.ק11,ARPT.B11,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",511659401,1300,איירפורט סיטי,AIRPORT CITY,ישראל,Israel
1211564,IL0012115643,ארפורט   אגח יב,AIRPORT B12,ארפט.ק12,ARPT.B12,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",511659401,1300,איירפורט סיטי,AIRPORT CITY,ישראל,Israel
1095835,IL0010958358,ארפורט סיטי,AIRPORT CITY,ארפט,ARPT,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Investment Properties in Israel ,TA-125 Fossil Free",511659401,1300,איירפורט סיטי,AIRPORT CITY,ישראל,Israel
1195981,IL0011959819,ארפורט    אגח י,AIRPRORT B10,ארפט.ק10,ARPT.B10,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי AA-A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel AA-AAA ,All-Bond Composite ,All-Bond Shekel",511659401,1300,איירפורט סיטי,AIRPORT CITY,ישראל,Israel
1173376,IL0011733768,איירטאצ,AIRTOUCH,ארטצ,ARTS,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,רובוטיקה ותלת מימד,Robotics & 3d,,,515509347,1862,איירטאצ',AIRTOUCH,ישראל,Israel
1083856,IL0010838568,אלארום,ALARUM,אלאר,ALAR,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-דואליות","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Dual listing",511418477,1091,אלארום טכנ',ALARUM TECHNO,ישראל,Israel
625012,IL0006250125,עלבד,ALBAAD,עלבד,ALBA,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,"עץ, נייר ודפוס",Wood & Paper,"מדד ת''א-מעלה ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-תעשייה","TA-Maala Index ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Industrials",520040205,625,עלבד,ALBAAD,ישראל,Israel
1158732,IL0011587321,אלבר     אגח יז,ALBR        B17,אלבר.ק17,ALBR.B17,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",512025891,1382,אלבר,ALBAR,ישראל,Israel
1158740,IL0011587404,אלבר     אגח יח,ALBR        B18,אלבר.ק18,ALBR.B18,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",512025891,1382,אלבר,ALBAR,ישראל,Israel
1191824,IL0011918245,אלבר     אגח יט,ALBR B19,אלבר.ק19,ALBR.B19,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",512025891,1382,אלבר,ALBAR,ישראל,Israel
1191832,IL0011918328,אלבר      אגח כ,ALBR B20,אלבר.ק20,ALBR.B20,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"מדד תל בונד שקלי ,תל בונד שקלי-50 ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond Shekel-50 ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",512025891,1382,אלבר,ALBAR,ישראל,Israel
1216027,IL0012160276,אלבר     אגח כא,ALBR B21,אלבר.ק21,ALBR.B21,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",512025891,1382,אלבר,ALBAR,ישראל,Israel
1216035,IL0012160359,אלבר     אגח כב,ALBR B22,אלבר.ק22,ALBR.B22,אג''ח קונצרני,Corporate bond,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"מדד תל בונד שקלי ,תל בונד-שקלי 3-5 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 3-5 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",512025891,1382,אלבר,ALBAR,ישראל,Israel
1101450,IL0011014508,אולמד סולושנס,ALLMED SOLUTION,אלמד,ALMD,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,מכשור רפואי,Medical Devices,,,513488833,1393,אולמד סולושנס,ALLMED SOLUTION,ישראל,Israel
1099654,IL0010996549,אלוט,ALLOT,אלוט,ALLT,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-דואליות","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-Dual listing",512394776,2252,אלוט,ALLOT,ישראל,Israel
1173145,IL0011731457,עלמא יסודות,ALMA YESODOT,עלמא,ALMY,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,,,515116192,1857,עלמא יסודות,ALMA YESODOT,ישראל,Israel
1168962,IL0011689622,אלמדה יהש,ALMEDA      PU,אמדה,AMDA,יחידת השתתפות,Participating unit,הייטק,High-Tech,ביומד,Biomed,השקעות במדעי החיים,Investments In Life Science,,,540296795,1814,אלמדה ונצ'רס,ALMEDA VENTURES,ישראל,Israel
1213297,IL0012132978,אלמדה      אפ 5,ALMEDA W5,אמדה.א5,AMDA.W5,אופציה ליח' השתתפות,Participate unit warrant,הייטק,High-Tech,ביומד,Biomed,השקעות במדעי החיים,Investments In Life Science,,,540296795,1814,אלמדה ונצ'רס,ALMEDA VENTURES,ישראל,Israel
1223320,IL0012233206,אלמוג     אגח א,ALMOG B1,אלמכ.ק1,ALMC.B1,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,511229676,2481,אלמוג,ALMOG,ישראל,Israel
1136829,IL0011368292,אלמוגים,ALMOGIM,אלמה,ALMA,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Construction",513988824,1553,אלמוגים החזקות,ALMOGIM HOLDING,ישראל,Israel
1201615,IL0012016155,אלמוגים   אגח י,ALMOGIM B10,אלמג.ק10,ALMA.B10,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,513988824,1553,אלמוגים החזקות,ALMOGIM HOLDING,ישראל,Israel
1211358,IL0012113580,אלמוגים  אגח יא,ALMOGIM B11,אלמג.ק11,ALMA.B11,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,513988824,1553,אלמוגים החזקות,ALMOGIM HOLDING,ישראל,Israel
1217892,IL0012178922,אלמוגים  אגח יב,ALMOGIM B12,אלמג.ק12,ALMA.B12,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,513988824,1553,אלמוגים החזקות,ALMOGIM HOLDING,ישראל,Israel
1185230,IL0011852303,אלמוגים   אגח ח,ALMOGIM B8,אלמג.ק8,ALMA.B8,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,513988824,1553,אלמוגים החזקות,ALMOGIM HOLDING,ישראל,Israel
1189224,IL0011892242,אלמוגים   אגח ט,ALMOGIM B9,אלמג.ק9,ALMA.B9,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,513988824,1553,אלמוגים החזקות,ALMOGIM HOLDING,ישראל,Israel
1169127,IL0011691271,אלון רבוע אגח ו,ALON SQUARE B6,אלרכ.ק6,BSI.B6,אג''ח קונצרני,Corporate bond,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי AA-A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel AA-AAA ,All-Bond Composite ,All-Bond Shekel",520042847,2063,אלון רבוע כחול,ALON BLUE SQUAR,ישראל,Israel
1183979,IL0011839797,אלון רבוע אגח ז,ALON SQUARE B7,אלרכ.ק7,BSI.B7,אג''ח קונצרני,Corporate bond,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520042847,2063,אלון רבוע כחול,ALON BLUE SQUAR,ישראל,Israel
1197276,IL0011972762,אלון רבוע אגח ח,ALON SQUARE B8,אלרכ.ק8,BSI.B8,אג''ח קונצרני,Corporate bond,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"מדד תל בונד שקלי ,תל בונד שקלי-50 ,תל בונד-שקלי 3-5 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי AA-A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond Shekel-50 ,Tel Bond-Shekel 3-5 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel AA-AAA ,All-Bond Composite ,All-Bond Shekel",520042847,2063,אלון רבוע כחול,ALON BLUE SQUAR,ישראל,Israel
1197284,IL0011972846,אלון רבוע אגח ט,ALON SQUARE B9,אלרכ.ק9,BSI.B9,אג''ח קונצרני,Corporate bond,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520042847,2063,אלון רבוע כחול,ALON BLUE SQUAR,ישראל,Israel
3900354,IL0039003541,אלוני חץ  אגח ט,ALONY HETS   B9,אלחץ.ק9,ALHE.B9,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי מעלה ,תל בונד-שקלי AA-A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel MaalaSRI ,Tel Bond-Shekel AA-AAA ,All-Bond Composite ,All-Bond Shekel",520038506,390,אלוני חץ,ALONY HETZ,ישראל,Israel
3900362,IL0039003624,אלוני חץ  אגח י,ALONY HETS  B10,אלחץ.ק10,ALHE.B10,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד-מאגר ,תל בונד-לא צמודות ,All-Bond כללי ,All-Bond ריבית משתנה","Tel Bond-Composite ,Tel Bond-Non Linked ,All-Bond Composite ,All-Bond Floating",520038506,390,אלוני חץ,ALONY HETZ,ישראל,Israel
3900487,IL0039004879,אלוני חץ אגח יא,ALONY HETS B11,אלחץ.ק11,ALHE.B11,אגח משלם במניות,Payment In-Kind Bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"All-Bond כללי ,All-Bond שקלי","All-Bond Composite ,All-Bond Shekel",520038506,390,אלוני חץ,ALONY HETZ,ישראל,Israel
3900495,IL0039004952,אלוני חץ אגח יב,ALONY HETS B12,אלחץ.ק12,ALHE.B12,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"מדד תל בונד שקלי ,תל בונד שקלי-50 ,תל בונד-שקלי 3-5 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי מעלה ,תל בונד-שקלי AA-A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond Shekel-50 ,Tel Bond-Shekel 3-5 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel MaalaSRI ,Tel Bond-Shekel AA-AAA ,All-Bond Composite ,All-Bond Shekel",520038506,390,אלוני חץ,ALONY HETZ,ישראל,Israel
1189406,IL0011894065,אלוני חץ אגח יג,ALONY HETS B13,אלחץ.ק13,ALHE.B13,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"מדד תל בונד שקלי ,תל בונד שקלי-50 ,תל בונד-מאגר ,תל בונד-שקלי 5-15 ,תל בונד-לא צמודות ,תל בונד-שקלי מעלה ,תל בונד-שקלי AA-A ,All-Bond כללי ,All-Bond שקלי",,520038506,390,אלוני חץ,ALONY HETZ,ישראל,Israel
1189414,IL0011894149,אלוני חץ אגח טו,ALONY HETS B15,אלחץ.ק15,ALHE.B15,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד-צמודות מעלה ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked MaalaSRI ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520038506,390,אלוני חץ,ALONY HETZ,ישראל,Israel
1229384,IL0012293846,אלוני חץ אגח טז,ALONY HETS B16,אלחץ.ק16,ALHE.B16,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,520038506,390,אלוני חץ,ALONY HETZ,ישראל,Israel
1229392,IL0012293929,אלוני חץ אגח יז,ALONY HETS B17,אלחץ.ק17,ALHE.B17,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,520038506,390,אלוני חץ,ALONY HETZ,ישראל,Israel
390013,IL0003900136,אלוני חץ,ALONY HETZ,אלחץ,ALHE,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד ת''א-מעלה ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,TA-Maala Index ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Investment Properties in Israel ,TA-125 Fossil Free",520038506,390,אלוני חץ,ALONY HETZ,ישראל,Israel
1208404,IL0012084047,אלוני חץ  אפ 16,ALONY HETZ W16,אלחץ.א16,ALHE.W16,אופציה למניה,Warrant for share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,520038506,390,אלוני חץ,ALONY HETZ,ישראל,Israel
3870169,IL0038701699,אלרוב נדלן אגחה,ALROV PRO    B5,אלרנ.ק5,ALRP.B5,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520038894,387,אלרוב נדל''ן,ALROV PROPERT,ישראל,Israel
3870185,IL0038701855,אלרוב נדלן אגחו,ALROV PRO B6,אלרנ.ק6,ALRP.B6,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520038894,387,אלרוב נדל''ן,ALROV PROPERT,ישראל,Israel
1207471,IL0012074717,אלרוב נדלן אגחז,ALROV PRO B7,אלרנ.ק7,ALRP.B7,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520038894,387,אלרוב נדל''ן,ALROV PROPERT,ישראל,Israel
387019,IL0003870198,אלרוב נדלן,ALROV PROPERT,אלרנד,ALRPR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,,,520038894,387,אלרוב נדל''ן,ALROV PROPERT,ישראל,Israel
1207604,IL0012076043,אלטיטיוד  אגח ב,ALTITUDE B2,אלטד.ק2,ALTD.B2,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"תל בונד-תשואות שקלי ,תל בונד - גלובל","Tel Bond-Yields Shekel ,Tel Bond-Global",,1729,אלטיטיוד השקעות,ALTITUDE INVEST,איי הבתולה הבריטיים,Virgin Islands (UK)
1184936,IL0011849366,אלטשולר שחם פנ,ALTSHULER FIN,אלטפ,ALTF,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,"ת''א-SME60 ,מדד ת''א-פיננסים ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150","TA-SME60 ,TA-Finance Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150",516508603,2367,אלטשולר שחם פנ,ALTSHULER FINA,ישראל,Israel
1219443,IL0012194432,אלומה אגח ב,ALUMA B2,אלום.ק2,ALUM.B2,אג''ח קונצרני,Corporate bond,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,,,516214871,1978,אלומה,ALUMA,ישראל,Israel
1181643,IL0011816431,אלומה תשתיות,ALUMA INFRASTR',אלומה,ALUMA,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,,,516214871,1978,אלומה,ALUMA,ישראל,Israel
1190925,IL0011909251,אלומה אופ 1,ALUMA W1,אלום.א1,ALUM.W1,אופציה למניה,Warrant for share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,,,516214871,1978,אלומה,ALUMA,ישראל,Israel
